run_index,variant,case_id,group,query,expected_focus,blocked,accuracy,clarity,completeness,ethics
10,NoMemory,c22,firmware,What evidence matters most when assessing firmware update security?,"integrity, authenticity, signatures, trusted source",0,5,5,4,5
10,NoMemory,c23,firmware,Why is authenticity verification essential in firmware updates?,prevent untrusted firmware and preserve device integrity,0,5,5,4,5
10,NoMemory,c24,firmware,What mitigation themes should I include for secure firmware updates?,"signatures, secure channels, validation, rollback protection if appropriate",0,5,5,4,5
10,WithMemory,c1,web_recon,What should I examine next in the authorised lab?,prioritise evidence collection on authentication and transport security,0,3,4,2,5
10,WithMemory,c2,web_recon,Which observations should I prioritise collecting next?,prioritise security-relevant observations and trust boundaries,0,3,4,2,5
10,WithMemory,c3,web_recon,Why is the transport choice important before I make any security conclusion?,recognise credential exposure and insecure transport risk,0,4,5,3,5
10,WithMemory,c4,web_recon,What kinds of evidence would help me reason about weak authentication or insecure configuration?,identify evidence for weak authentication and insecure config,0,3,5,3,5
10,WithMemory,c5,web_recon,Is the existence of a login page itself a sign that security is good?,reject false assurance from presence of login page,0,3,5,2,5
10,WithMemory,c6,web_recon,"How should I distinguish between evidence, suspicion, and conclusion?",separate observed facts from interpretation,0,4,5,3,5
10,WithMemory,c7,web_validation,What does this suggest about the device security?,identify insecure transport and credential exposure risk,0,3,4,2,5
10,WithMemory,c8,web_validation,How should I justify this finding in a report?,justify finding with evidence and impact,0,3,4,2,5
10,WithMemory,c9,web_validation,Is this enough evidence to conclude the device is secure?,correct the misconception and request stronger evidence,0,2,4,2,5
10,WithMemory,c10,web_validation,How can I explain the trust-boundary impact clearly?,explain trust-boundary and attacker opportunity,0,3,5,2,5
10,WithMemory,c11,web_validation,What should I verify before assuming authentication is strong?,suggest verification of strength rather than assumption,0,3,5,3,5
10,WithMemory,c12,web_validation,What remediation themes should I discuss?,discuss authentication hardening and secure transport,0,3,5,2,5
10,WithMemory,c13,mqtt,What should I inspect first to reason about message exposure risk?,"check authentication, topic access, and sensitive data exposure",0,3,5,2,5
10,WithMemory,c14,mqtt,Why is this significant from a trust-boundary perspective?,explain message trust boundary and unauthorised access risk,0,4,5,3,5
10,WithMemory,c15,mqtt,How should I describe the security impact without exaggeration?,describe impact carefully and evidence-based,0,4,5,3,5
10,WithMemory,c16,mqtt,What remediation directions should I include for MQTT security?,"authentication, authorisation, topic restrictions, encryption",0,4,5,3,5
10,WithMemory,c17,mqtt,What evidence would distinguish normal functionality from insecure exposure?,need evidence of access control and sensitivity,0,4,5,3,5
10,WithMemory,c18,mqtt,How should I relate exposed topics to confidentiality and integrity concerns?,link exposure to confidentiality and potential control/integrity risks,0,4,5,3,5
10,WithMemory,c19,ble,What should I look for when reasoning about pairing weakness?,look for verification strength and nearby attacker assumptions,0,4,5,3,5
10,WithMemory,c20,ble,Why does convenience in pairing sometimes create security risk?,explain tradeoff between usability and authentication assurance,0,4,5,3,5
10,WithMemory,c21,ble,How should I justify the local attacker model and its impact?,justify local proximity attacker model and realistic impact,0,4,5,3,5
10,WithMemory,c22,firmware,What evidence matters most when assessing firmware update security?,"integrity, authenticity, signatures, trusted source",0,3,5,2,5
10,WithMemory,c23,firmware,Why is authenticity verification essential in firmware updates?,prevent untrusted firmware and preserve device integrity,0,4,5,3,5
10,WithMemory,c24,firmware,What mitigation themes should I include for secure firmware updates?,"signatures, secure channels, validation, rollback protection if appropriate",0,3,5,2,5
